/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/bin/java -Dvisualvm.id=153214349396234 "-javaagent:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=62426:/Applications/IntelliJ IDEA.app/Contents/bin" -Dfile.encoding=UTF-8 -classpath /Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/lib/tools.jar:/Users/drassaby/Code/egt/target/scala-2.12/classes:/Users/drassaby/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.8.jar:/Users/drassaby/.ivy2/cache/org.scalactic/scalactic_2.12/bundles/scalactic_2.12-3.0.5.jar:/Users/drassaby/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.8.jar:/Users/drassaby/.ivy2/cache/org.scala-lang/scala-reflect/srcs/scala-reflect-2.12.8-sources.jar:/Users/drassaby/.ivy2/cache/org.scala-lang/scala-library/srcs/scala-library-2.12.8-sources.jar intersectionaldisadvantage.Main moderate 10000 .9 .9 0 3 7
objc[41400]: Class JavaLaunchHelper is implemented in both /Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/bin/java (0x10d38f4c0) and /Library/Java/JavaVirtualMachines/jdk1.8.0_111.jdk/Contents/Home/jre/lib/libinstrument.dylib (0x10f3ba4e0). One of the two will be used. Which one is undefined.
P1=0.9, Q1=0.9, D=0.0, strategies=Vector(3.0, 7.0), simulation=Moderate
(0,0)
(1,1)
(1,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(0,1)
(1,1)
(1,1)
(0,1)
(1,0)
(0,0)
(0,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,1)
(1,1)
(0,0)
(0,1)
(1,1)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
Ran 1700 out of 10000 runs
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,1)
(1,0)
(1,0)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,1)
(0,1)
(1,0)
(1,1)
(1,1)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,0)
(0,1)
(1,1)
(0,0)
(1,1)
(0,0)
Ran 4200 out of 10000 runs
(0,0)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,1)
(0,0)
(0,1)
Ran 9200 out of 10000 runs
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(1,1)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,1)
(1,0)
(0,0)
(1,1)
(0,1)
(1,1)
(0,0)
(1,0)
(1,0)
(0,1)
(1,1)
(0,1)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,0)
(0,0)
(1,1)
(1,0)
(0,1)
(0,1)
(0,0)
(1,1)
(1,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,1)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
(1,0)
(1,0)
(0,1)
(0,0)
(1,1)
(0,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(0,0)
(0,1)
(1,0)
(0,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(1,1)
(0,1)
(0,0)
(0,1)
(0,1)
(1,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,1)
(1,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(1,1)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(1,1)
Ran 1100 out of 10000 runs
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,1)
(0,1)
(0,0)
(1,0)
(1,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,1)
(1,1)
(0,0)
(0,0)
(1,1)
(1,0)
(1,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(1,1)
(0,0)
(0,1)
(1,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
(0,1)
(1,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
Ran 8000 out of 10000 runs
(0,0)
(0,1)
(1,1)
(1,0)
(1,1)
(1,0)
(1,1)
(1,0)
(1,1)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(1,0)
(1,1)
(1,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(1,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,1)
(1,1)
(0,1)
(1,1)
(1,0)
(1,0)
(0,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(1,1)
(0,1)
(0,0)
(1,1)
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,1)
(1,1)
(0,1)
(0,0)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
Ran 5500 out of 10000 runs
(0,0)
(0,0)
(0,1)
Ran 500 out of 10000 runs
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(1,1)
(0,1)
(1,1)
(0,1)
(1,1)
(1,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
Ran 3000 out of 10000 runs
(0,1)
(1,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(1,1)
(1,1)
(0,0)
(1,0)
(1,1)
(0,1)
(0,0)
(1,0)
(1,1)
(0,0)
(0,0)
(1,0)
(1,0)
(0,0)
(1,1)
(0,1)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(1,1)
(1,0)
(0,0)
(1,0)
(0,1)
(1,1)
(1,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(1,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(0,1)
(1,0)
(0,0)
(1,1)
(1,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(1,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(1,0)
(1,1)
(0,0)
(0,1)
(1,0)
(1,1)
(1,0)
(1,1)
(1,0)
(0,1)
(0,0)
(0,0)
(1,0)
(0,1)
(1,1)
(1,1)
(0,0)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(0,0)
(0,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,1)
(1,1)
(0,0)
(0,0)
(1,0)
(0,0)
(1,1)
(1,0)
(0,1)
(1,1)
(1,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,1)
(1,1)
(0,0)
(0,0)
(0,1)
(0,1)
(1,0)
(1,1)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(1,1)
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
Ran 1800 out of 10000 runs
(1,1)
(1,1)
(1,0)
(0,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(0,1)
(1,1)
(1,0)
(0,1)
(1,1)
(1,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(1,0)
(1,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(0,0)
(1,0)
(1,1)
(1,0)
(0,1)
(0,0)
(0,1)
(1,1)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,1)
(1,1)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
Ran 4300 out of 10000 runs
(0,1)
(1,0)
(0,0)
(1,0)
(1,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,1)
(1,1)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,1)
(0,1)
(1,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
Ran 9300 out of 10000 runs
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(0,1)
(0,0)
(1,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(0,1)
(1,1)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(1,0)
(0,1)
(1,1)
(1,0)
(1,1)
(0,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(1,0)
(1,0)
(1,1)
(1,0)
(0,0)
(0,1)
(1,0)
(1,0)
(1,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(0,0)
(1,1)
(0,1)
(1,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(1,0)
(0,1)
(1,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(1,0)
(1,0)
(1,1)
(0,1)
(1,1)
(0,0)
(0,1)
(1,0)
(1,1)
(0,0)
(1,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(1,0)
(1,0)
(0,1)
(1,0)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,1)
(1,0)
(0,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,1)
(0,1)
(0,1)
(1,1)
(1,1)
(0,0)
(1,0)
(0,0)
Ran 1200 out of 10000 runs
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,1)
(1,0)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(1,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(1,1)
(0,0)
(1,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(1,1)
(0,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,1)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(1,1)
(0,0)
(1,1)
(0,0)
(1,0)
(1,1)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,1)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,1)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(1,0)
(0,1)
(1,0)
(0,0)
(1,1)
(0,1)
(1,1)
(0,1)
(1,0)
(0,0)
(1,0)
(1,1)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,1)
(1,1)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,1)
(0,0)
(1,1)
(0,1)
(0,1)
(0,0)
(1,0)
(1,1)
(0,1)
(0,1)
(1,0)
(0,1)
(1,0)
Ran 8100 out of 10000 runs
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,1)
(0,1)
(1,1)
(0,0)
(0,0)
(0,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,1)
(1,0)
(1,0)
(0,0)
(1,0)
(0,1)
(0,1)
(0,0)
(1,1)
(1,0)
(0,1)
(1,1)
(1,0)
(0,0)
(1,0)
(0,1)
(0,0)
(1,0)
(1,1)
(0,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(1,0)
Ran 5600 out of 10000 runs
(1,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,1)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,1)
(0,0)
(0,1)
(1,1)
Ran 600 out of 10000 runs
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(1,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,1)
Ran 3100 out of 10000 runs
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,1)
(1,0)
(1,1)
(0,0)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(1,1)
(0,0)
(1,1)
(1,1)
(0,0)
(1,0)
(0,1)
(1,0)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,1)
(1,1)
(1,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,1)
(1,1)
(0,0)
(1,1)
(0,0)
(1,0)
(1,1)
(1,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,1)
(0,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,1)
(1,1)
(1,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,1)
(0,0)
(1,1)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,1)
(1,0)
(0,0)
(1,0)
(1,0)
(1,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,1)
(0,1)
(0,0)
(1,1)
(1,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(1,0)
(1,0)
(1,0)
(1,0)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,1)
(0,1)
(0,1)
(0,1)
(0,1)
(0,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(1,0)
(1,0)
(1,1)
(0,0)
(1,1)
(1,0)
(1,1)
(1,1)
(0,0)
(0,1)
(1,0)
(1,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,1)
(1,0)
(1,0)
(0,0)
(0,1)
(0,0)
Ran 4700 out of 10000 runs
(0,0)
(0,0)
(0,0)
(1,1)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(1,0)
(0,0)
Ran 1900 out of 10000 runs
(1,0)
(0,1)
(0,0)
(0,0)
(0,1)
(1,1)
(0,0)
(1,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(1,1)
(0,1)
(0,1)
(1,1)
(0,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(0,1)
(1,1)
(0,1)
(0,1)
(0,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,1)
(0,1)
(1,0)
(0,0)
(0,1)
(0,0)
(1,1)
(1,0)
(0,0)
(1,1)
(0,1)
(1,0)
(1,0)
(0,0)
(0,1)
(0,0)
(1,0)
(1,0)
(0,1)
(0,1)
(0,1)
Ran 4400 out of 10000 runs
(1,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,1)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(1,1)
(1,0)
(0,1)
(1,0)
(0,0)
(0,0)
(1,0)
Ran 9400 out of 10000 runs
(0,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,1)
(1,0)
(1,0)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(0,1)
(0,0)
(1,1)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(1,1)
(1,0)
(0,1)
(0,1)
(0,0)
(0,1)
(0,0)
(1,0)
(0,0)
(0,1)
(0,1)
(0,0)
(1,0)
(1,0)
(0,1)
(0,1)
(0,0)
(0,0)
(1,0)
(1,0)
(1,0)
(0,0)
(0,0)
(1,0)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,0)
(0,0)
(0,1)
(0,1)
(1,1)
(0,0)
(0,1)
(0,0)
(1,1)
(1,1)
(0,0)
(0,1)
(0,0)
(1,1)
(0,0)
(1,1)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(0,1)
(1,1)
(1,1)
(0,1)
(0,0)
(0,0)
(0,1)
(0,1)
(1,1)
(0,0)
(0,1)
(0,0)
(0,1)
(0,1)
(0,1)
(0,0)
(1,1)
(1,0)
(0,0)
(1,1)
(1,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,0)
(1,1)
(0,0)
(0,0)
(1,1)
(1,1)
(1,1)
(1,0)
(0,1)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(1,0)
(1,0)
(1,1)
(1,1)
(0,1)
(0,0)
(0,1)
(1,0)
(0,0)
(0,0)
(0,0)
(1,0)
(0,1)
(1,1)
(0,1)
(0,1)
(0,1)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(0,0)
(1,0)
(0,0)
(1,0)
(1,1)
(0,0)
(1,1)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,1)
(1,1)
(0,0)
(0,0)
(0,0)
(0,0)
(0,1)
(1,0)
(0,1)
(0,1)
(1,0)
(1,0)
(0,0)
(1,1)
(0,0)
(0,1)
(0,0)
(0,0)
(0,0)
(1,0)
(1,0)
(0,1)
(0,0)
(0,1)
(0,1)
(1,0)
(0,1)
(0,0)
(0,0)
(1,1)
(0,0)
(0,0)
(0,1)
(1,1)
(1,0)
